6.457	194057	10.35
6.460	157079	8.38
6.463	128546	6.85
6.467	107034	5.71
6.470	91983	4.91
6.473	82573	4.40
6.477	74797	3.99
6.480	68340	3.64
6.483	64472	3.44
6.487	64170	3.42
6.490	64567	3.44
6.493	67133	3.58
6.497	69197	3.69
6.500	71779	3.83
6.503	72003	3.84
6.507	71826	3.83
6.510	69018	3.68
6.513	64274	3.43
6.517	58952	3.14
6.520	54215	2.89
6.523	49555	2.64
6.527	44308	2.36
6.530	40121	2.14
6.533	37858	2.02
6.537	37782	2.01
6.540	39760	2.12
6.543	44189	2.36
6.547	51092	2.72
6.550	60699	3.24
6.553	72055	3.84
6.557	84977	4.53
6.560	97199	5.18
6.563	107301	5.72
6.567	115151	6.14
6.570	118648	6.33
6.573	118495	6.32
6.577	114749	6.12
6.580	107299	5.72
6.583	98475	5.25
6.587	90342	4.82
6.590	81059	4.32
6.593	70919	3.78
6.597	60064	3.20
6.600	49479	2.64
6.603	39646	2.11
6.607	31774	1.69
6.610	26252	1.40
6.613	22578	1.20
6.617	20222	1.08
6.620	18451	0.98
6.623	17216	0.92
6.627	17026	0.91
6.630	17035	0.91
6.633	17113	0.91
6.637	17980	0.96
6.640	20048	1.07
6.643	22306	1.19
6.647	25741	1.37
6.650	30231	1.61
6.653	35058	1.87
6.657	39750	2.12
6.660	43937	2.34
6.663	47662	2.54
6.667	50245	2.68
6.670	52148	2.78
6.673	54807	2.92
6.677	57134	3.05
6.680	59617	3.18
6.683	63324	3.38
6.687	68682	3.66
6.690	74231	3.96
6.693	78767	4.20
6.697	80589	4.30
6.700	79071	4.22
6.703	74230	3.96
6.707	67382	3.59
6.710	59543	3.18
6.713	50899	2.71
6.717	43661	2.33
6.720	38098	2.03
6.723	35001	1.87
6.727	33396	1.78
6.730	31388	1.67
6.733	30663	1.64
6.737	30097	1.60
6.740	28907	1.54
6.743	28375	1.51
6.747	28186	1.50
6.750	28161	1.50
6.753	28197	1.50
6.757	28221	1.50
6.760	28474	1.52
6.763	30714	1.64
6.767	34960	1.86
6.770	41252	2.20
6.773	50685	2.70
6.777	62952	3.36
6.780	75718	4.04
6.783	87253	4.65
6.787	96740	5.16
6.790	103841	5.54
6.793	105617	5.63
6.797	101018	5.39
6.800	92257	4.92
6.803	81030	4.32
6.807	67688	3.61
6.810	55055	2.94
6.813	45241	2.41
6.817	37464	2.00
6.820	31252	1.67
6.823	27845	1.48
6.827	25991	1.39
6.830	25772	1.37
6.833	25745	1.37
6.837	25807	1.38
6.840	26383	1.41
6.843	27892	1.49
6.847	28493	1.52
6.850	29197	1.56
6.853	31390	1.67
6.857	35423	1.89
6.860	41297	2.20
6.863	49130	2.62
6.867	59192	3.16
6.870	71889	3.83
6.873	87791	4.68
6.877	106735	5.69
6.880	127213	6.78
6.883	151226	8.06
6.887	178873	9.54
6.890	205778	10.97
6.893	231613	12.35
6.897	252890	13.49
6.900	264107	14.08
6.903	260348	13.88
6.907	241615	12.88
6.910	213551	11.39
6.913	178940	9.54
6.917	141794	7.56
6.920	107006	5.71
6.923	78780	4.20
6.927	57570	3.07
6.930	43266	2.31
6.933	34259	1.83
6.937	29255	1.56
6.940	29308	1.56
6.943	34945	1.86
6.947	46007	2.45
6.950	62886	3.35
6.953	86069	4.59
6.957	115441	6.16
6.960	150510	8.03
6.963	187866	10.02
6.967	222802	11.88
6.970	251196	13.40
6.973	270014	14.40
6.977	274958	14.66
6.980	260264	13.88
6.983	227262	12.12
6.987	184668	9.85
6.990	142169	7.58
6.993	107443	5.73
6.997	82279	4.39
7.000	66715	3.56
7.003	60027	3.20
7.007	56818	3.03
7.010	56447	3.01
7.013	56915	3.04
7.017	60140	3.21
7.020	66337	3.54
7.023	76198	4.06
7.027	95519	5.09
7.030	128122	6.83
7.033	178379	9.51
7.037	247146	13.18
7.040	331969	17.70
7.043	429814	22.92
7.047	533369	28.44
7.050	633838	33.80
7.053	722002	38.50
7.057	794212	42.35
7.060	829766	44.25
7.063	807340	43.05
7.067	741505	39.54
7.070	642706	34.27
7.073	520735	27.77
7.077	396057	21.12
7.080	282009	15.04
7.083	188839	10.07
7.087	122637	6.54
7.090	80311	4.28
7.093	56519	3.01
7.097	44734	2.39
7.100	41887	2.23
7.103	44739	2.39
7.107	50694	2.70
7.110	56996	3.04
7.113	63126	3.37
7.117	69001	3.68
7.120	74177	3.96
7.123	79715	4.25
7.127	87176	4.65
7.130	99408	5.30
7.133	119089	6.35
7.137	151834	8.10
7.140	197927	10.55
7.143	254912	13.59
7.147	321151	17.13
7.150	391815	20.89
7.153	459488	24.50
7.157	516871	27.56
7.160	554648	29.58
7.163	556599	29.68
7.167	521114	27.79
7.170	460496	24.56
7.173	380785	20.31
7.177	290284	15.48
7.180	208224	11.10
7.183	145045	7.73
7.187	100571	5.36
7.190	74150	3.95
7.193	61275	3.27
7.197	57562	3.07
7.200	57956	3.09
7.203	61173	3.26
7.207	65164	3.47
7.210	69390	3.70
7.213	72506	3.87
7.217	73848	3.94
7.220	74943	4.00
7.223	75891	4.05
7.227	76399	4.07
7.230	76685	4.09
7.233	76514	4.08
