[Header]
Data File Name	D:\助燃剂标准品检验\2#煤油\千分一2#煤-乙.qgd
Output Date	2018/4/17
Output Time	17:58:19

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	200
# of Points	8700
Start Time(min)	3.000
End Time(min)	31.997
Ret.Time	Absolute Intensity	Relative Intensity
19.557	60620	1.09
19.560	61200	1.10
19.563	62559	1.12
19.567	62517	1.12
19.570	60858	1.09
19.573	60382	1.08
19.577	60504	1.09
19.580	61873	1.11
19.583	62360	1.12
19.587	62012	1.11
19.590	61188	1.10
19.593	61266	1.10
19.597	61743	1.11
19.600	62333	1.12
19.603	63536	1.14
19.607	64128	1.15
19.610	64238	1.15
19.613	64266	1.15
19.617	64303	1.15
19.620	63844	1.15
19.623	64086	1.15
19.627	64467	1.16
19.630	64266	1.15
19.633	64381	1.16
19.637	64378	1.16
19.640	63357	1.14
19.643	61902	1.11
19.647	62449	1.12
19.650	63311	1.14
19.653	63894	1.15
19.657	63729	1.14
19.660	63827	1.15
19.663	63446	1.14
19.667	62768	1.13
19.670	63542	1.14
19.673	63768	1.14
19.677	63577	1.14
19.680	64363	1.16
19.683	65015	1.17
19.687	64604	1.16
19.690	63853	1.15
19.693	64103	1.15
19.697	64456	1.16
19.700	65184	1.17
19.703	65352	1.17
19.707	64897	1.16
19.710	64903	1.17
19.713	65016	1.17
19.717	64507	1.16
19.720	64354	1.16
19.723	65310	1.17
19.727	66017	1.19
19.730	64596	1.16
19.733	64327	1.15
19.737	64860	1.16
19.740	65224	1.17
19.743	64805	1.16
19.747	63707	1.14
19.750	64110	1.15
19.753	64993	1.17
19.757	65209	1.17
19.760	65245	1.17
19.763	65580	1.18
19.767	65260	1.17
19.770	64889	1.16
19.773	64983	1.17
19.777	65250	1.17
19.780	66337	1.19
19.783	66787	1.20
19.787	67907	1.22
19.790	68480	1.23
19.793	70053	1.26
19.797	70592	1.27
19.800	70728	1.27
19.803	70706	1.27
19.807	70397	1.26
19.810	70037	1.26
19.813	69264	1.24
19.817	67719	1.22
19.820	68033	1.22
19.823	68182	1.22
19.827	67977	1.22
19.830	67964	1.22
19.833	68052	1.22
19.837	67711	1.22
19.840	67159	1.21
19.843	66833	1.20
19.847	65442	1.17
19.850	67374	1.21
19.853	68371	1.23
19.857	70023	1.26
19.860	70322	1.26
19.863	70775	1.27
19.867	70539	1.27
19.870	69850	1.25
19.873	69682	1.25
19.877	69105	1.24
19.880	69297	1.24
19.883	69027	1.24
19.887	70092	1.26
19.890	70580	1.27
19.893	70039	1.26
19.897	70094	1.26
19.900	70104	1.26
19.903	70150	1.26
19.907	70242	1.26
19.910	70339	1.26
19.913	70531	1.27
19.917	71313	1.28
19.920	70801	1.27
19.923	70179	1.26
19.927	69018	1.24
19.930	70049	1.26
19.933	70274	1.26
19.937	70840	1.27
19.940	70988	1.27
19.943	70764	1.27
19.947	71271	1.28
19.950	71507	1.28
19.953	71345	1.28
19.957	70510	1.27
19.960	69900	1.25
19.963	70406	1.26
19.967	70483	1.27
19.970	69773	1.25
19.973	69901	1.25
19.977	71006	1.27
19.980	71811	1.29
19.983	71475	1.28
19.987	71022	1.27
19.990	70635	1.27
19.993	70586	1.27
19.997	70314	1.26
20.000	70041	1.26
20.003	70245	1.26
20.007	70312	1.26
20.010	70062	1.26
20.013	70657	1.27
20.017	70421	1.26
20.020	69910	1.25
20.023	70300	1.26
20.027	70906	1.27
20.030	71970	1.29
20.033	72366	1.30
20.037	72190	1.30
20.040	72167	1.30
20.043	72728	1.31
20.047	72354	1.30
20.050	72019	1.29
20.053	72081	1.29
20.057	72237	1.30
20.060	72151	1.30
20.063	72000	1.29
20.067	71874	1.29
20.070	72288	1.30
20.073	72675	1.30
20.077	72314	1.30
20.080	71801	1.29
20.083	72209	1.30
20.087	72191	1.30
20.090	71435	1.28
20.093	71336	1.28
20.097	72188	1.30
20.100	72295	1.30
20.103	72536	1.30
20.107	72369	1.30
20.110	72469	1.30
20.113	72284	1.30
20.117	72119	1.29
20.120	71376	1.28
20.123	70962	1.27
20.127	71655	1.29
20.130	72420	1.30
20.133	72557	1.30
20.137	72715	1.31
20.140	73611	1.32
20.143	75167	1.35
20.147	75346	1.35
20.150	74549	1.34
20.153	72782	1.31
20.157	72356	1.30
20.160	73396	1.32
20.163	74293	1.33
20.167	74195	1.33
20.170	73956	1.33
20.173	75553	1.36
20.177	76711	1.38
20.180	76595	1.37
20.183	76341	1.37
20.187	75626	1.36
20.190	76360	1.37
20.193	78317	1.41
20.197	78341	1.41
20.200	77995	1.40
20.203	78322	1.41
20.207	79183	1.42
20.210	78857	1.42
20.213	77970	1.40
20.217	77924	1.40
20.220	78203	1.40
20.223	79106	1.42
20.227	80519	1.45
20.230	81324	1.46
20.233	81772	1.47
20.237	82077	1.47
20.240	81924	1.47
20.243	80961	1.45
20.247	79200	1.42
20.250	78005	1.40
20.253	76891	1.38
20.257	76067	1.37
20.260	76397	1.37
20.263	78065	1.40
20.267	78817	1.41
20.270	77933	1.40
20.273	77708	1.39
20.277	78490	1.41
20.280	79139	1.42
20.283	79020	1.42
20.287	78060	1.40
20.290	77865	1.40
20.293	78347	1.41
20.297	78212	1.40
20.300	77831	1.40
20.303	77698	1.39
20.307	77957	1.40
20.310	78210	1.40
20.313	79524	1.43
20.317	79946	1.44
20.320	79699	1.43
20.323	79517	1.43
20.327	79678	1.43
20.330	80006	1.44
20.333	79955	1.44
20.337	80534	1.45
20.340	80484	1.44
20.343	80003	1.44
20.347	80587	1.45
20.350	81109	1.46
20.353	80044	1.44
20.357	79214	1.42
20.360	79969	1.44
20.363	80694	1.45
20.367	81283	1.46
20.370	81958	1.47
20.373	82104	1.47
20.377	81872	1.47
20.380	81500	1.46
20.383	81523	1.46
20.387	81515	1.46
20.390	81843	1.47
20.393	84046	1.51
20.397	85395	1.53
20.400	87101	1.56
20.403	87391	1.57
20.407	87488	1.57
20.410	87610	1.57
20.413	87630	1.57
20.417	87532	1.57
20.420	87426	1.57
20.423	84316	1.51
20.427	81584	1.46
20.430	80653	1.45
20.433	80914	1.45
20.437	81812	1.47
20.440	81843	1.47
20.443	81853	1.47
20.447	81294	1.46
20.450	80836	1.45
20.453	80110	1.44
20.457	80213	1.44
20.460	81279	1.46
20.463	81274	1.46
20.467	81053	1.45
20.470	81323	1.46
20.473	81670	1.47
20.477	81760	1.47
20.480	82071	1.47
20.483	81615	1.47
20.487	81527	1.46
20.490	82024	1.47
20.493	82315	1.48
20.497	81861	1.47
20.500	81707	1.47
20.503	83023	1.49
20.507	83676	1.50
20.510	83028	1.49
20.513	82189	1.48
20.517	82488	1.48
20.520	82939	1.49
20.523	83145	1.49
20.527	83577	1.50
20.530	83416	1.50
20.533	82779	1.49
20.537	83054	1.49
20.540	83452	1.50
20.543	83452	1.50
20.547	83125	1.49
20.550	82723	1.48
20.553	83085	1.49
20.557	84137	1.51
20.560	84440	1.52
20.563	84817	1.52
20.567	83857	1.51
20.570	82783	1.49
20.573	82505	1.48
20.577	82408	1.48
20.580	82780	1.49
20.583	83838	1.50
20.587	84050	1.51
20.590	83437	1.50
20.593	83719	1.50
20.597	84331	1.51
20.600	83379	1.50
20.603	82676	1.48
20.607	84015	1.51
20.610	84138	1.51
20.613	82974	1.49
20.617	82940	1.49
20.620	83528	1.50
20.623	84851	1.52
20.627	85594	1.54
20.630	85357	1.53
20.633	85157	1.53
20.637	85582	1.54
20.640	85621	1.54
20.643	85697	1.54
20.647	85740	1.54
20.650	85555	1.54
20.653	85678	1.54
20.657	85871	1.54
20.660	85744	1.54
20.663	85776	1.54
20.667	85812	1.54
20.670	85654	1.54
20.673	85893	1.54
20.677	85589	1.54
20.680	83921	1.51
20.683	83909	1.51
20.687	84510	1.52
20.690	84487	1.52
20.693	84244	1.51
20.697	83979	1.51
20.700	83971	1.51
20.703	85192	1.53
20.707	85926	1.54
20.710	86509	1.55
20.713	86481	1.55
20.717	85777	1.54
20.720	85550	1.54
20.723	85672	1.54
20.727	85639	1.54
20.730	85892	1.54
20.733	86200	1.55
20.737	86201	1.55
20.740	86177	1.55
20.743	86616	1.55
20.747	87054	1.56
20.750	86377	1.55
20.753	85852	1.54
20.757	86111	1.55
20.760	86633	1.56
20.763	87128	1.56
20.767	87517	1.57
20.770	86521	1.55
20.773	86183	1.55
20.777	86176	1.55
20.780	86470	1.55
20.783	86391	1.55
20.787	85980	1.54
20.790	86270	1.55
20.793	86815	1.56
20.797	87733	1.57
20.800	89397	1.60
20.803	90235	1.62
20.807	90206	1.62
20.810	90235	1.62
20.813	90492	1.62
20.817	90537	1.63
20.820	90276	1.62
20.823	89354	1.60
20.827	87698	1.57
20.830	87325	1.57
20.833	89048	1.60
20.837	89230	1.60
20.840	88972	1.60
20.843	89199	1.60
20.847	90293	1.62
20.850	90918	1.63
20.853	90896	1.63
20.857	90810	1.63
20.860	89426	1.61
20.863	89010	1.60
20.867	89290	1.60
20.870	90082	1.62
20.873	90677	1.63
20.877	89944	1.61
20.880	89044	1.60
20.883	89653	1.61
20.887	91179	1.64
20.890	91313	1.64
20.893	91205	1.64
20.897	91258	1.64
20.900	91227	1.64
20.903	91131	1.64
20.907	90854	1.63
20.910	91472	1.64
20.913	91786	1.65
20.917	91398	1.64
20.920	91350	1.64
20.923	91146	1.64
20.927	91409	1.64
20.930	92452	1.66
20.933	92334	1.66
20.937	91604	1.64
20.940	91419	1.64
20.943	91513	1.64
20.947	91777	1.65
20.950	91623	1.64
20.953	91618	1.64
20.957	92071	1.65
20.960	92684	1.66
20.963	93686	1.68
20.967	94569	1.70
20.970	95127	1.71
20.973	95482	1.71
20.977	95650	1.72
20.980	95687	1.72
20.983	96210	1.73
20.987	96350	1.73
20.990	96308	1.73
20.993	96582	1.73
20.997	95721	1.72
21.000	95357	1.71
21.003	95771	1.72
21.007	96337	1.73
21.010	95934	1.72
21.013	96807	1.74
21.017	96964	1.74
21.020	97525	1.75
21.023	98314	1.76
21.027	98030	1.76
21.030	97177	1.74
21.033	97186	1.74
21.037	98969	1.78
21.040	98821	1.77
21.043	98363	1.77
21.047	99119	1.78
21.050	100247	1.80
21.053	100663	1.81
21.057	100538	1.80
21.060	99172	1.78
21.063	99739	1.79
21.067	100540	1.80
21.070	101300	1.82
21.073	101026	1.81
21.077	102950	1.85
21.080	103639	1.86
21.083	103600	1.86
21.087	103207	1.85
21.090	102807	1.85
21.093	102789	1.85
21.097	103084	1.85
21.100	103437	1.86
21.103	103293	1.85
21.107	103544	1.86
21.110	103486	1.86
21.113	103040	1.85
21.117	101605	1.82
21.120	101587	1.82
21.123	102592	1.84
21.127	103006	1.85
21.130	103080	1.85
21.133	103498	1.86
21.137	103525	1.86
21.140	102751	1.84
21.143	100992	1.81
21.147	100832	1.81
21.150	102777	1.84
21.153	102859	1.85
21.157	102788	1.85
21.160	103083	1.85
21.163	102930	1.85
21.167	102733	1.84
21.170	102673	1.84
21.173	102673	1.84
21.177	103015	1.85
21.180	103258	1.85
21.183	103062	1.85
21.187	103203	1.85
21.190	103587	1.86
21.193	103923	1.87
21.197	105826	1.90
21.200	107409	1.93
21.203	105423	1.89
21.207	104807	1.88
21.210	104185	1.87
21.213	103664	1.86
21.217	104544	1.88
21.220	105009	1.88
21.223	105186	1.89
21.227	104967	1.88
21.230	104758	1.88
21.233	104380	1.87
21.237	104509	1.88
21.240	104288	1.87
21.243	104652	1.88
21.247	105053	1.89
21.250	104271	1.87
21.253	103908	1.87
21.257	104956	1.88
21.260	106028	1.90
21.263	106223	1.91
21.267	106331	1.91
21.270	105301	1.89
21.273	105173	1.89
21.277	107018	1.92
21.280	108566	1.95
21.283	108695	1.95
21.287	108641	1.95
21.290	108925	1.96
21.293	108930	1.96
21.297	108645	1.95
21.300	108381	1.95
21.303	108692	1.95
21.307	109161	1.96
21.310	109408	1.96
21.313	109497	1.97
21.317	109458	1.96
21.320	110755	1.99
21.323	111663	2.00
21.327	111856	2.01
21.330	111519	2.00
21.333	109720	1.97
21.337	108928	1.96
21.340	109627	1.97
21.343	111479	2.00
21.347	111686	2.00
21.350	111513	2.00
21.353	111779	2.01
21.357	111600	2.00
21.360	111680	2.00
21.363	112013	2.01
21.367	111637	2.00
21.370	110054	1.98
21.373	110321	1.98
21.377	111831	2.01
21.380	112190	2.01
21.383	113020	2.03
21.387	113007	2.03
21.390	112346	2.02
21.393	112113	2.01
21.397	111765	2.01
21.400	111531	2.00
21.403	111885	2.01
21.407	112465	2.02
21.410	113135	2.03
21.413	112634	2.02
21.417	112350	2.02
21.420	112357	2.02
21.423	112166	2.01
21.427	112169	2.01
21.430	112084	2.01
21.433	112612	2.02
21.437	112188	2.01
21.440	112041	2.01
21.443	112452	2.02
21.447	112568	2.02
21.450	112243	2.01
21.453	113322	2.03
21.457	115032	2.06
21.460	114953	2.06
21.463	114848	2.06
21.467	114764	2.06
21.470	114879	2.06
21.473	114595	2.06
21.477	113175	2.03
21.480	112465	2.02
21.483	113834	2.04
21.487	114482	2.06
21.490	114431	2.05
21.493	115093	2.07
21.497	116704	2.09
21.500	118397	2.13
21.503	120521	2.16
21.507	122561	2.20
21.510	123766	2.22
21.513	124487	2.23
21.517	124913	2.24
21.520	123931	2.22
21.523	121928	2.19
21.527	120249	2.16
21.530	119038	2.14
21.533	118549	2.13
21.537	118174	2.12
21.540	118004	2.12
21.543	116335	2.09
21.547	115143	2.07
21.550	116462	2.09
21.553	117530	2.11
21.557	118385	2.13
21.560	117980	2.12
21.563	116589	2.09
21.567	116916	2.10
21.570	117671	2.11
21.573	116949	2.10
21.577	116635	2.09
21.580	118372	2.12
21.583	118739	2.13
21.587	119378	2.14
21.590	119484	2.14
21.593	119466	2.14
21.597	119228	2.14
21.600	118623	2.13
21.603	118041	2.12
21.607	118298	2.12
21.610	119016	2.14
21.613	119462	2.14
21.617	119833	2.15
21.620	119695	2.15
21.623	119647	2.15
21.627	119404	2.14
21.630	119491	2.14
21.633	119897	2.15
21.637	119767	2.15
21.640	121431	2.18
21.643	122127	2.19
21.647	122338	2.20
21.650	122468	2.20
21.653	120631	2.17
21.657	120019	2.15
21.660	121126	2.17
21.663	121851	2.19
21.667	121016	2.17
21.670	121213	2.18
21.673	122101	2.19
21.677	122769	2.20
21.680	124047	2.23
21.683	125270	2.25
21.687	125697	2.26
21.690	125438	2.25
21.693	125016	2.24
21.697	125323	2.25
21.700	125486	2.25
21.703	124073	2.23
21.707	123382	2.21
21.710	121543	2.18
21.713	121570	2.18
21.717	122347	2.20
21.720	123375	2.21
21.723	123728	2.22
21.727	123016	2.21
21.730	122159	2.19
21.733	121965	2.19
21.737	122480	2.20
21.740	122281	2.20
21.743	122341	2.20
21.747	122243	2.19
21.750	121858	2.19
21.753	121899	2.19
21.757	121787	2.19
21.760	122915	2.21
21.763	123691	2.22
21.767	124425	2.23
21.770	124602	2.24
21.773	123062	2.21
21.777	122439	2.20
21.780	122380	2.20
21.783	122376	2.20
21.787	122660	2.20
21.790	123112	2.21
21.793	123816	2.22
21.797	125178	2.25
21.800	126191	2.27
21.803	126350	2.27
21.807	126755	2.28
21.810	127606	2.29
21.813	129649	2.33
21.817	130544	2.34
21.820	132293	2.37
21.823	133222	2.39
21.827	133310	2.39
21.830	133267	2.39
21.833	132861	2.38
21.837	133324	2.39
21.840	134386	2.41
21.843	133329	2.39
21.847	131231	2.36
21.850	130400	2.34
21.853	130413	2.34
21.857	130561	2.34
21.860	130489	2.34
21.863	131299	2.36
21.867	132995	2.39
21.870	133520	2.40
21.873	133382	2.39
21.877	133178	2.39
21.880	133095	2.39
21.883	133285	2.39
21.887	134046	2.41
21.890	135223	2.43
21.893	134764	2.42
21.897	134288	2.41
21.900	134901	2.42
21.903	136101	2.44
21.907	137358	2.47
21.910	137398	2.47
21.913	135362	2.43
21.917	133620	2.40
21.920	133421	2.39
21.923	133229	2.39
21.927	133706	2.40
21.930	133441	2.40
21.933	132741	2.38
21.937	132848	2.38
21.940	132873	2.39
21.943	132904	2.39
21.947	133337	2.39
21.950	133602	2.40
21.953	132828	2.38
21.957	132785	2.38
21.960	132979	2.39
21.963	133421	2.39
21.967	134184	2.41
21.970	133810	2.40
21.973	133420	2.39
21.977	133238	2.39
21.980	132902	2.39
21.983	133335	2.39
21.987	133063	2.39
21.990	133058	2.39
21.993	134609	2.42
21.997	135060	2.42
22.000	134589	2.42
22.003	135084	2.42
22.007	134960	2.42
22.010	134047	2.41
22.013	134360	2.41
22.017	134383	2.41
22.020	134645	2.42
22.023	135586	2.43
22.027	135367	2.43
22.030	134929	2.42
22.033	135885	2.44
22.037	135495	2.43
22.040	134131	2.41
22.043	134180	2.41
22.047	134238	2.41
22.050	134368	2.41
22.053	134986	2.42
22.057	135391	2.43
22.060	134978	2.42
22.063	134964	2.42
22.067	135363	2.43
22.070	136382	2.45
22.073	135762	2.44
22.077	136049	2.44
22.080	136471	2.45
22.083	136623	2.45
22.087	136377	2.45
22.090	136667	2.45
22.093	137696	2.47
22.097	137381	2.47
22.100	136386	2.45
22.103	135504	2.43
22.107	135025	2.42
22.110	136705	2.45
22.113	138050	2.48
22.117	138102	2.48
22.120	138672	2.49
22.123	140325	2.52
22.127	140855	2.53
22.130	139504	2.50
22.133	137773	2.47
22.137	137895	2.48
22.140	138456	2.49
22.143	138155	2.48
22.147	137613	2.47
22.150	137200	2.46
22.153	137114	2.46
22.157	137347	2.47
22.160	137479	2.47
22.163	137787	2.47
22.167	138155	2.48
22.170	140135	2.52
22.173	140759	2.53
22.177	140985	2.53
22.180	141580	2.54
22.183	141473	2.54
22.187	141502	2.54
22.190	141948	2.55
22.193	141830	2.55
22.197	141045	2.53
22.200	141312	2.54
22.203	141743	2.54
22.207	141823	2.55
22.210	141346	2.54
22.213	141385	2.54
22.217	141864	2.55
22.220	141850	2.55
22.223	141946	2.55
22.227	142072	2.55
22.230	141634	2.54
22.233	141948	2.55
22.237	144980	2.60
22.240	146049	2.62
22.243	145794	2.62
22.247	146035	2.62
22.250	145907	2.62
22.253	145647	2.61
22.257	145407	2.61
22.260	145027	2.60
22.263	145427	2.61
22.267	147054	2.64
22.270	148491	2.67
22.273	146588	2.63
22.277	146149	2.62
22.280	146688	2.63
22.283	146497	2.63
22.287	146059	2.62
22.290	146225	2.62
22.293	148121	2.66
22.297	148112	2.66
22.300	146253	2.63
22.303	145418	2.61
22.307	146077	2.62
22.310	147807	2.65
22.313	146631	2.63
22.317	146088	2.62
22.320	146219	2.62
22.323	146243	2.63
22.327	146133	2.62
22.330	146025	2.62
22.333	145948	2.62
22.337	146381	2.63
22.340	146376	2.63
22.343	145876	2.62
22.347	144931	2.60
22.350	146168	2.62
22.353	148361	2.66
22.357	147953	2.66
22.360	146874	2.64
22.363	147974	2.66
22.367	149352	2.68
22.370	148855	2.67
22.373	148627	2.67
22.377	148688	2.67
22.380	149159	2.68
22.383	149218	2.68
22.387	149041	2.68
22.390	149803	2.69
22.393	149835	2.69
22.397	149632	2.69
22.400	149914	2.69
22.403	149985	2.69
22.407	149711	2.69
22.410	150144	2.70
22.413	149561	2.68
22.417	148724	2.67
22.420	149312	2.68
22.423	150714	2.71
22.427	152428	2.74
22.430	152240	2.73
22.433	151214	2.71
22.437	151318	2.72
22.440	151608	2.72
22.443	151136	2.71
22.447	150412	2.70
22.450	150456	2.70
22.453	151053	2.71
22.457	151167	2.71
22.460	150374	2.70
22.463	150169	2.70
22.467	151262	2.72
22.470	150805	2.71
22.473	149378	2.68
22.477	149330	2.68
22.480	149099	2.68
22.483	149338	2.68
22.487	150511	2.70
22.490	151731	2.72
22.493	151777	2.72
22.497	150266	2.70
22.500	150430	2.70
22.503	150634	2.70
22.507	151969	2.73
22.510	152270	2.73
22.513	152056	2.73
22.517	152166	2.73
22.520	152843	2.74
22.523	154392	2.77
22.527	155682	2.79
22.530	155919	2.80
22.533	155666	2.79
22.537	155602	2.79
22.540	155782	2.80
22.543	155719	2.80
22.547	155493	2.79
22.550	155312	2.79
22.553	155420	2.79
22.557	155631	2.79
22.560	156552	2.81
22.563	157176	2.82
22.567	158444	2.84
22.570	158595	2.85
22.573	158724	2.85
22.577	159496	2.86
22.580	160501	2.88
22.583	162405	2.92
22.587	163525	2.94
22.590	164034	2.94
22.593	163892	2.94
22.597	163490	2.93
22.600	162398	2.92
22.603	160465	2.88
22.607	159712	2.87
22.610	158832	2.85
22.613	157999	2.84
22.617	156690	2.81
22.620	156178	2.80
22.623	156497	2.81
22.627	157588	2.83
22.630	156704	2.81
22.633	155187	2.79
22.637	154700	2.78
22.640	156158	2.80
22.643	155889	2.80
22.647	154332	2.77
22.650	154232	2.77
22.653	155560	2.79
22.657	156193	2.80
22.660	156545	2.81
22.663	156621	2.81
22.667	157063	2.82
22.670	156467	2.81
22.673	155948	2.80
22.677	156549	2.81
22.680	157387	2.83
22.683	156646	2.81
22.687	156322	2.81
22.690	155960	2.80
22.693	156561	2.81
22.697	156756	2.81
22.700	156410	2.81
22.703	156399	2.81
22.707	156561	2.81
22.710	156513	2.81
22.713	156743	2.81
22.717	157670	2.83
22.720	158811	2.85
22.723	159373	2.86
22.727	159394	2.86
22.730	159645	2.87
22.733	159843	2.87
22.737	160020	2.87
22.740	160754	2.89
22.743	160094	2.87
22.747	160003	2.87
22.750	160945	2.89
22.753	160640	2.88
22.757	160253	2.88
22.760	159393	2.86
22.763	158248	2.84
22.767	159639	2.87
22.770	160426	2.88
22.773	160196	2.88
22.777	159956	2.87
22.780	159926	2.87
22.783	159937	2.87
22.787	160020	2.87
22.790	159468	2.86
22.793	159795	2.87
22.797	160104	2.87
22.800	159929	2.87
22.803	160495	2.88
22.807	159915	2.87
22.810	159608	2.87
22.813	159783	2.87
22.817	159953	2.87
22.820	161190	2.89
22.823	161838	2.91
22.827	160100	2.87
22.830	160378	2.88
22.833	161231	2.89
22.837	160877	2.89
22.840	161521	2.90
22.843	163870	2.94
22.847	164129	2.95
22.850	163652	2.94
22.853	162929	2.92
22.857	162116	2.91
22.860	163493	2.93
22.863	163855	2.94
22.867	164108	2.95
22.870	165924	2.98
22.873	166304	2.99
22.877	166336	2.99
22.880	166493	2.99
22.883	166755	2.99
22.887	166797	2.99
22.890	168155	3.02
22.893	168421	3.02
22.897	166803	2.99
22.900	166123	2.98
22.903	166314	2.99
22.907	165462	2.97
22.910	165213	2.97
22.913	165735	2.98
22.917	166624	2.99
22.920	168172	3.02
22.923	167943	3.01
22.927	167043	3.00
22.930	165924	2.98
22.933	165223	2.97
22.937	165232	2.97
22.940	166137	2.98
22.943	168759	3.03
22.947	168869	3.03
22.950	166781	2.99
22.953	166597	2.99
22.957	166930	3.00
22.960	166629	2.99
22.963	166304	2.99
22.967	166471	2.99
22.970	166776	2.99
22.973	167029	3.00
22.977	167029	3.00
22.980	166608	2.99
22.983	166786	2.99
22.987	168053	3.02
22.990	169171	3.04
22.993	169432	3.04
22.997	170351	3.06
23.000	171658	3.08
23.003	170804	3.07
23.007	167713	3.01
23.010	167569	3.01
23.013	169039	3.03
23.017	170116	3.05
23.020	171167	3.07
23.023	170283	3.06
23.027	168608	3.03
23.030	168011	3.02
23.033	168020	3.02
23.037	169517	3.04
23.040	171514	3.08
23.043	171367	3.08
23.047	170733	3.06
23.050	171193	3.07
23.053	172180	3.09
23.057	172438	3.10
23.060	172057	3.09
23.063	171046	3.07
23.067	170172	3.05
23.070	171012	3.07
23.073	172649	3.10
23.077	173209	3.11
23.080	172852	3.10
23.083	172401	3.09
23.087	172351	3.09
23.090	171960	3.09
23.093	171741	3.08
23.097	172619	3.10
23.100	172825	3.10
23.103	173108	3.11
23.107	174318	3.13
23.110	174649	3.14
23.113	173463	3.11
23.117	172967	3.10
23.120	172881	3.10
23.123	172664	3.10
23.127	173164	3.11
23.130	172899	3.10
23.133	172696	3.10
23.137	173352	3.11
23.140	172165	3.09
23.143	171833	3.08
23.147	173040	3.11
23.150	173328	3.11
23.153	173116	3.11
23.157	173376	3.11
23.160	176012	3.16
23.163	177144	3.18
23.167	176768	3.17
23.170	175801	3.16
23.173	175867	3.16
23.177	175599	3.15
23.180	176014	3.16
23.183	177080	3.18
23.187	176977	3.18
23.190	176445	3.17
23.193	176143	3.16
23.197	177118	3.18
23.200	178432	3.20
23.203	178567	3.21
23.207	178563	3.21
23.210	176855	3.17
23.213	177165	3.18
23.217	178405	3.20
23.220	178822	3.21
23.223	179921	3.23
23.227	180251	3.24
23.230	179907	3.23
23.233	179525	3.22
23.237	180404	3.24
23.240	180179	3.23
23.243	178589	3.21
23.247	178639	3.21
23.250	178615	3.21
23.253	178557	3.21
23.257	179071	3.21
23.260	178364	3.20
23.263	176926	3.18
23.267	176323	3.17
23.270	177846	3.19
23.273	178169	3.20
23.277	178322	3.20
23.280	178474	3.20
23.283	178542	3.20
23.287	178597	3.21
23.290	179033	3.21
23.293	180038	3.23
23.297	180448	3.24
23.300	180159	3.23
23.303	180434	3.24
23.307	178608	3.21
23.310	177962	3.19
23.313	179015	3.21
23.317	180058	3.23
23.320	179068	3.21
23.323	178568	3.21
23.327	179460	3.22
23.330	180636	3.24
23.333	180561	3.24
23.337	180041	3.23
23.340	181192	3.25
23.343	182300	3.27
23.347	181795	3.26
23.350	182826	3.28
23.353	183884	3.30
23.357	182789	3.28
23.360	182213	3.27
23.363	182212	3.27
23.367	182634	3.28
23.370	182709	3.28
23.373	183046	3.29
23.377	182718	3.28
23.380	182366	3.27
23.383	182884	3.28
23.387	181723	3.26
23.390	180571	3.24
23.393	180076	3.23
23.397	181099	3.25
23.400	182478	3.28
23.403	182594	3.28
23.407	182396	3.27
23.410	182473	3.28
23.413	181614	3.26
23.417	181771	3.26
23.420	182324	3.27
23.423	182364	3.27
23.427	181552	3.26
23.430	181974	3.27
23.433	181898	3.27
23.437	181519	3.26
23.440	181040	3.25
23.443	180728	3.24
23.447	182197	3.27
23.450	183345	3.29
23.453	185027	3.32
23.457	187030	3.36
23.460	187231	3.36
23.463	186356	3.35
23.467	182625	3.28
23.470	182433	3.27
23.473	183181	3.29
23.477	183981	3.30
23.480	184021	3.30
23.483	183648	3.30
23.487	182763	3.28
23.490	183187	3.29
23.493	183727	3.30
23.497	183773	3.30
23.500	183566	3.30
23.503	182926	3.28
23.507	182761	3.28
23.510	182778	3.28
23.513	182532	3.28
23.517	182643	3.28
23.520	184595	3.31
23.523	185111	3.32
23.527	183406	3.29
23.530	182772	3.28
23.533	183704	3.30
23.537	183218	3.29
23.540	182547	3.28
23.543	181585	3.26
23.547	182078	3.27
23.550	181966	3.27
23.553	182416	3.27
23.557	182940	3.28
23.560	184619	3.31
23.563	185436	3.33
23.567	185223	3.32
23.570	185496	3.33
23.573	186811	3.35
23.577	187085	3.36
23.580	186365	3.35
23.583	185315	3.33
23.587	184291	3.31
23.590	184873	3.32
23.593	186483	3.35
23.597	186705	3.35
23.600	185312	3.33
23.603	183434	3.29
23.607	183817	3.30
23.610	185287	3.33
23.613	185144	3.32
23.617	185026	3.32
23.620	185260	3.33
23.623	185806	3.34
23.627	185373	3.33
23.630	184658	3.31
23.633	184597	3.31
23.637	184981	3.32
23.640	183540	3.29
23.643	183089	3.29
23.647	183609	3.30
23.650	184315	3.31
23.653	184341	3.31
23.657	183049	3.29
23.660	183496	3.29
23.663	184275	3.31
23.667	183904	3.30
23.670	183568	3.30
23.673	183831	3.30
23.677	185191	3.32
23.680	185810	3.34
23.683	185772	3.33
23.687	185754	3.33
23.690	186218	3.34
23.693	187363	3.36
23.697	187574	3.37
23.700	187711	3.37
23.703	187474	3.37
23.707	186561	3.35
23.710	186782	3.35
23.713	187974	3.37
23.717	188228	3.38
23.720	187418	3.36
23.723	187021	3.36
23.727	186874	3.35
23.730	187112	3.36
23.733	187402	3.36
23.737	186512	3.35
23.740	185265	3.33
23.743	184487	3.31
23.747	185234	3.33
